forecast_id,product_id,brand_name,year,month,actual_units,predicted_units,recommended_stock,variance_pct,model_used,accuracy_pct
FC00316,PRD007,Colgate,2024,4,1164,1181,1476,1.5,ARIMA,88.0
FC00317,PRD007,Colgate,2024,5,1692,1602,2002,5.3,Random Forest,84.2
FC00318,PRD007,Colgate,2024,6,1124,1231,1538,9.5,Linear Regression,87.6
FC00319,PRD007,Colgate,2024,7,1285,1287,1608,0.2,ARIMA,94.1
FC00320,PRD007,Colgate,2024,8,864,825,1031,4.5,Linear Regression,93.8
FC00321,PRD007,Colgate,2024,9,1261,1379,1723,9.4,Random Forest,95.3
FC00322,PRD007,Colgate,2024,10,1642,1658,2072,1.0,Linear Regression,84.6
FC00323,PRD007,Colgate,2024,11,1158,1235,1543,6.6,Random Forest,86.8
FC00324,PRD007,Colgate,2024,12,1180,1210,1512,2.5,Linear Regression,95.5
FC00325,PRD007,Colgate,2025,1,1041,962,1202,7.6,Random Forest,93.5
FC00326,PRD007,Colgate,2025,2,1069,1062,1327,0.7,Linear Regression,90.1
FC00327,PRD007,Colgate,2025,3,1025,930,1162,9.3,Linear Regression,92.3
FC00328,PRD007,Colgate,2025,4,1312,1389,1736,5.9,Linear Regression,94.3
FC00329,PRD007,Colgate,2025,5,1337,1303,1628,2.5,Linear Regression,92.1
FC00330,PRD007,Colgate,2025,6,1359,1376,1720,1.3,Random Forest,91.1
FC00331,PRD007,Colgate,2025,7,735,772,965,5.0,Random Forest,82.3
FC00332,PRD007,Colgate,2025,8,673,683,853,1.5,Random Forest,88.9
FC00333,PRD007,Colgate,2025,9,1168,1222,1527,4.6,ARIMA,85.5
FC00334,PRD007,Colgate,2025,10,892,919,1148,3.0,Linear Regression,94.9
FC00335,PRD007,Colgate,2025,11,1822,1732,2165,4.9,Random Forest,87.1
FC00336,PRD007,Colgate,2025,12,1570,1711,2138,9.0,Random Forest,86.5
FC00337,PRD008,Patanjali,2022,1,809,766,957,5.3,ARIMA,87.6
FC00338,PRD008,Patanjali,2022,2,909,952,1190,4.7,Random Forest,93.5
FC00339,PRD008,Patanjali,2022,3,1099,1203,1503,9.5,Random Forest,92.7
FC00340,PRD008,Patanjali,2022,4,1263,1191,1488,5.7,Random Forest,96.1
FC00341,PRD008,Patanjali,2022,5,1108,1117,1396,0.8,ARIMA,83.0
FC00342,PRD008,Patanjali,2022,6,1034,1076,1345,4.1,ARIMA,84.0
FC00343,PRD008,Patanjali,2022,7,834,866,1082,3.8,Random Forest,87.5
FC00344,PRD008,Patanjali,2022,8,1010,1004,1255,0.6,Random Forest,90.8
FC00345,PRD008,Patanjali,2022,9,1717,1814,2267,5.6,Random Forest,86.1
FC00346,PRD008,Patanjali,2022,10,1524,1391,1738,8.7,ARIMA,91.5
FC00347,PRD008,Patanjali,2022,11,1640,1632,2040,0.5,Random Forest,91.6
FC00348,PRD008,Patanjali,2022,12,1099,1137,1421,3.5,Random Forest,82.4
FC00349,PRD008,Patanjali,2023,1,1234,1195,1493,3.2,Random Forest,94.4
FC00350,PRD008,Patanjali,2023,2,1362,1479,1848,8.6,Random Forest,82.3
FC00351,PRD008,Patanjali,2023,3,1221,1293,1616,5.9,Random Forest,86.1
FC00352,PRD008,Patanjali,2023,4,1307,1410,1762,7.9,Linear Regression,82.5
FC00353,PRD008,Patanjali,2023,5,1374,1379,1723,0.4,Linear Regression,87.5
FC00354,PRD008,Patanjali,2023,6,1086,1165,1456,7.3,Random Forest,92.1
FC00355,PRD008,Patanjali,2023,7,1052,978,1222,7.0,Random Forest,85.2
FC00356,PRD008,Patanjali,2023,8,1129,1141,1426,1.1,Random Forest,94.2
FC00357,PRD008,Patanjali,2023,9,1385,1380,1725,0.4,Random Forest,88.0
FC00358,PRD008,Patanjali,2023,10,1228,1224,1530,0.3,Random Forest,94.5
FC00359,PRD008,Patanjali,2023,11,819,831,1038,1.5,Random Forest,91.0
FC00360,PRD008,Patanjali,2023,12,903,846,1057,6.3,Random Forest,87.8
FC00361,PRD008,Patanjali,2024,1,988,1025,1281,3.7,ARIMA,92.9
FC00362,PRD008,Patanjali,2024,2,822,746,932,9.2,ARIMA,88.0
FC00363,PRD008,Patanjali,2024,3,1333,1461,1826,9.6,ARIMA,91.6
FC00364,PRD008,Patanjali,2024,4,1132,1070,1337,5.5,Random Forest,96.7
FC00365,PRD008,Patanjali,2024,5,1110,1188,1485,7.0,Random Forest,88.1
FC00366,PRD008,Patanjali,2024,6,605,617,771,2.0,Linear Regression,83.0
FC00367,PRD008,Patanjali,2024,7,788,813,1016,3.2,Random Forest,85.1
FC00368,PRD008,Patanjali,2024,8,662,625,781,5.6,Linear Regression,91.7
FC00369,PRD008,Patanjali,2024,9,1406,1381,1726,1.8,Random Forest,94.6
FC00370,PRD008,Patanjali,2024,10,1039,1063,1328,2.3,ARIMA,90.3
FC00371,PRD008,Patanjali,2024,11,1668,1834,2292,10.0,Random Forest,89.2
FC00372,PRD008,Patanjali,2024,12,1681,1839,2298,9.4,Random Forest,82.1
FC00373,PRD008,Patanjali,2025,1,1284,1256,1570,2.2,Linear Regression,89.5
FC00374,PRD008,Patanjali,2025,2,884,878,1097,0.7,Linear Regression,83.7
FC00375,PRD008,Patanjali,2025,3,1518,1493,1866,1.6,Random Forest,92.9
FC00376,PRD008,Patanjali,2025,4,919,948,1185,3.2,Linear Regression,91.1
FC00377,PRD008,Patanjali,2025,5,1027,952,1190,7.3,Random Forest,91.8
FC00378,PRD008,Patanjali,2025,6,613,622,777,1.5,Random Forest,84.2
FC00379,PRD008,Patanjali,2025,7,636,614,767,3.5,Random Forest,86.9
FC00380,PRD008,Patanjali,2025,8,905,919,1148,1.5,Random Forest,96.8
FC00381,PRD008,Patanjali,2025,9,817,826,1032,1.1,Linear Regression,96.2
FC00382,PRD008,Patanjali,2025,10,978,1054,1317,7.8,Linear Regression,89.1
FC00383,PRD008,Patanjali,2025,11,1105,1186,1482,7.3,Linear Regression,86.2
FC00384,PRD008,Patanjali,2025,12,1496,1358,1697,9.2,ARIMA,83.5
FC00385,PRD009,Axe,2022,1,1113,1194,1492,7.3,Linear Regression,90.1
FC00386,PRD009,Axe,2022,2,732,782,977,6.8,Linear Regression,94.6
FC00387,PRD009,Axe,2022,3,1011,1063,1328,5.1,Random Forest,86.6
FC00388,PRD009,Axe,2022,4,1789,1709,2136,4.5,ARIMA,87.4
FC00389,PRD009,Axe,2022,5,1072,1052,1315,1.9,Linear Regression,94.2
FC00390,PRD009,Axe,2022,6,1084,1131,1413,4.3,Random Forest,85.3
FC00391,PRD009,Axe,2022,7,858,838,1047,2.3,Random Forest,93.5
FC00392,PRD009,Axe,2022,8,959,869,1086,9.4,Random Forest,83.5
FC00393,PRD009,Axe,2022,9,1331,1209,1511,9.2,Random Forest,95.0
FC00394,PRD009,Axe,2022,10,1296,1176,1470,9.3,Random Forest,84.7
FC00395,PRD009,Axe,2022,11,1552,1461,1826,5.9,Random Forest,85.3
FC00396,PRD009,Axe,2022,12,1247,1158,1447,7.1,Random Forest,86.8
FC00397,PRD009,Axe,2023,1,904,862,1077,4.6,ARIMA,96.0
FC00398,PRD009,Axe,2023,2,854,828,1035,3.0,Random Forest,84.5
FC00399,PRD009,Axe,2023,3,1119,1121,1401,0.2,Random Forest,91.9
FC00400,PRD009,Axe,2023,4,1605,1746,2182,8.8,Linear Regression,87.0
FC00401,PRD009,Axe,2023,5,860,861,1076,0.1,Random Forest,84.1
FC00402,PRD009,Axe,2023,6,680,695,868,2.2,Linear Regression,93.9
FC00403,PRD009,Axe,2023,7,1109,1007,1258,9.2,Linear Regression,91.5
FC00404,PRD009,Axe,2023,8,799,749,936,6.3,Random Forest,95.9
FC00405,PRD009,Axe,2023,9,1042,1049,1311,0.7,Linear Regression,92.6
FC00406,PRD009,Axe,2023,10,1691,1785,2231,5.6,Random Forest,90.3
FC00407,PRD009,Axe,2023,11,1691,1776,2220,5.0,Random Forest,89.4
FC00408,PRD009,Axe,2023,12,1584,1640,2050,3.5,Linear Regression,88.6
FC00409,PRD009,Axe,2024,1,842,854,1067,1.4,Random Forest,88.9
FC00410,PRD009,Axe,2024,2,819,776,970,5.3,Random Forest,85.9
FC00411,PRD009,Axe,2024,3,1408,1296,1620,8.0,ARIMA,90.4
FC00412,PRD009,Axe,2024,4,1039,1015,1268,2.3,Linear Regression,85.4
FC00413,PRD009,Axe,2024,5,1071,987,1233,7.8,Random Forest,86.7
FC00414,PRD009,Axe,2024,6,621,570,712,8.2,Linear Regression,90.4
FC00415,PRD009,Axe,2024,7,1403,1445,1806,3.0,Linear Regression,95.4
FC00416,PRD009,Axe,2024,8,960,997,1246,3.9,ARIMA,84.6
FC00417,PRD009,Axe,2024,9,879,833,1041,5.2,Linear Regression,96.9
FC00418,PRD009,Axe,2024,10,1309,1191,1488,9.0,ARIMA,91.9
FC00419,PRD009,Axe,2024,11,1574,1716,2145,9.0,ARIMA,86.9
FC00420,PRD009,Axe,2024,12,1312,1374,1717,4.7,Random Forest,96.3
FC00421,PRD009,Axe,2025,1,944,892,1115,5.5,Random Forest,83.3
FC00422,PRD009,Axe,2025,2,854,856,1070,0.2,Random Forest,82.8
FC00423,PRD009,Axe,2025,3,947,997,1246,5.3,Random Forest,88.4
FC00424,PRD009,Axe,2025,4,1253,1318,1647,5.2,Linear Regression,93.2
FC00425,PRD009,Axe,2025,5,1421,1484,1855,4.4,Linear Regression,90.4
FC00426,PRD009,Axe,2025,6,826,747,933,9.6,Linear Regression,93.4
FC00427,PRD009,Axe,2025,7,1201,1097,1371,8.7,ARIMA,92.9
FC00428,PRD009,Axe,2025,8,978,1036,1295,5.9,Linear Regression,96.0
FC00429,PRD009,Axe,2025,9,943,1023,1278,8.5,ARIMA,84.9
FC00430,PRD009,Axe,2025,10,1715,1666,2082,2.9,Random Forest,91.0
FC00431,PRD009,Axe,2025,11,947,978,1222,3.3,Linear Regression,84.3
FC00432,PRD009,Axe,2025,12,1751,1607,2008,8.2,Random Forest,95.3
FC00433,PRD010,Fogg,2022,1,1011,911,1138,9.9,Random Forest,94.0
FC00434,PRD010,Fogg,2022,2,824,850,1062,3.2,Linear Regression,87.4
FC00435,PRD010,Fogg,2022,3,1107,1066,1332,3.7,ARIMA,95.3
FC00436,PRD010,Fogg,2022,4,775,827,1033,6.7,Random Forest,82.2
FC00437,PRD010,Fogg,2022,5,1129,1147,1433,1.6,Random Forest,82.8
FC00438,PRD010,Fogg,2022,6,1380,1288,1610,6.7,Random Forest,86.2
FC00439,PRD010,Fogg,2022,7,999,902,1127,9.7,Random Forest,96.5
FC00440,PRD010,Fogg,2022,8,1353,1360,1700,0.5,Random Forest,95.0
FC00441,PRD010,Fogg,2022,9,1186,1137,1421,4.1,Linear Regression,85.0
FC00442,PRD010,Fogg,2022,10,1643,1796,2245,9.3,Linear Regression,86.7
FC00443,PRD010,Fogg,2022,11,1473,1459,1823,1.0,Random Forest,82.1
FC00444,PRD010,Fogg,2022,12,1586,1656,2070,4.4,Linear Regression,85.1
FC00445,PRD010,Fogg,2023,1,918,923,1153,0.5,Linear Regression,89.4
FC00446,PRD010,Fogg,2023,2,559,587,733,5.0,Linear Regression,87.7
FC00447,PRD010,Fogg,2023,3,1256,1267,1583,0.9,Random Forest,92.4
FC00448,PRD010,Fogg,2023,4,815,858,1072,5.3,Random Forest,86.1
FC00449,PRD010,Fogg,2023,5,1611,1486,1857,7.8,Random Forest,91.6
FC00450,PRD010,Fogg,2023,6,862,824,1030,4.4,ARIMA,92.9
FC00451,PRD010,Fogg,2023,7,1210,1123,1403,7.2,Linear Regression,91.4
FC00452,PRD010,Fogg,2023,8,834,858,1072,2.9,Linear Regression,82.0
FC00453,PRD010,Fogg,2023,9,983,1044,1305,6.2,Random Forest,94.4
FC00454,PRD010,Fogg,2023,10,1397,1409,1761,0.9,Linear Regression,88.5
FC00455,PRD010,Fogg,2023,11,709,700,875,1.3,Random Forest,92.2
FC00456,PRD010,Fogg,2023,12,1289,1362,1702,5.7,Linear Regression,95.3
FC00457,PRD010,Fogg,2024,1,983,960,1200,2.3,ARIMA,85.3
FC00458,PRD010,Fogg,2024,2,989,964,1205,2.5,Random Forest,83.8
FC00459,PRD010,Fogg,2024,3,1385,1471,1838,6.2,Linear Regression,87.5
FC00460,PRD010,Fogg,2024,4,994,984,1230,1.0,Random Forest,94.0
FC00461,PRD010,Fogg,2024,5,1187,1132,1415,4.6,Random Forest,93.4
FC00462,PRD010,Fogg,2024,6,509,513,641,0.8,Linear Regression,94.3
FC00463,PRD010,Fogg,2024,7,692,624,780,9.8,Linear Regression,95.8
FC00464,PRD010,Fogg,2024,8,1487,1342,1677,9.8,Random Forest,90.6
FC00465,PRD010,Fogg,2024,9,824,844,1055,2.4,Random Forest,83.6
FC00466,PRD010,Fogg,2024,10,1950,2096,2620,7.5,Linear Regression,93.2
FC00467,PRD010,Fogg,2024,11,1090,1176,1470,7.9,Random Forest,91.3
FC00468,PRD010,Fogg,2024,12,1309,1185,1481,9.5,Random Forest,85.0
FC00469,PRD010,Fogg,2025,1,1105,1135,1418,2.7,Random Forest,89.5
FC00470,PRD010,Fogg,2025,2,961,1024,1280,6.6,Random Forest,87.2
FC00471,PRD010,Fogg,2025,3,795,789,986,0.8,ARIMA,96.5
FC00472,PRD010,Fogg,2025,4,800,806,1007,0.8,Random Forest,93.0
FC00473,PRD010,Fogg,2025,5,1219,1117,1396,8.4,ARIMA,84.3
FC00474,PRD010,Fogg,2025,6,1212,1150,1437,5.1,Random Forest,96.6
FC00475,PRD010,Fogg,2025,7,987,1081,1351,9.5,ARIMA,85.2
FC00476,PRD010,Fogg,2025,8,1015,996,1245,1.9,Random Forest,92.5
FC00477,PRD010,Fogg,2025,9,950,920,1150,3.2,Random Forest,83.3
FC00478,PRD010,Fogg,2025,10,677,662,827,2.2,Linear Regression,87.2
FC00479,PRD010,Fogg,2025,11,1420,1404,1755,1.1,ARIMA,89.3
FC00480,PRD010,Fogg,2025,12,1831,1851,2313,1.1,Random Forest,83.9
FC00481,PRD011,Dove,2022,1,1152,1167,1458,1.3,Random Forest,90.5
FC00482,PRD011,Dove,2022,2,839,862,1077,2.7,Random Forest,90.4
FC00483,PRD011,Dove,2022,3,1163,1063,1328,8.6,Linear Regression,89.6
FC00484,PRD011,Dove,2022,4,1413,1331,1663,5.8,Linear Regression,94.9
FC00485,PRD011,Dove,2022,5,1094,1189,1486,8.7,ARIMA,93.5
FC00486,PRD011,Dove,2022,6,834,850,1062,1.9,Random Forest,95.3
FC00487,PRD011,Dove,2022,7,1002,1022,1277,2.0,Random Forest,84.8
FC00488,PRD011,Dove,2022,8,1200,1190,1487,0.8,ARIMA,85.5
FC00489,PRD011,Dove,2022,9,779,767,958,1.5,ARIMA,84.7
FC00490,PRD011,Dove,2022,10,1270,1353,1691,6.5,Random Forest,90.0
FC00491,PRD011,Dove,2022,11,977,1021,1276,4.5,Random Forest,92.2
FC00492,PRD011,Dove,2022,12,1245,1343,1678,7.9,Random Forest,92.5
FC00493,PRD011,Dove,2023,1,1024,934,1167,8.8,ARIMA,84.0
FC00494,PRD011,Dove,2023,2,1129,1017,1271,9.9,Random Forest,96.0
FC00495,PRD011,Dove,2023,3,1110,1038,1297,6.5,Random Forest,95.5
FC00496,PRD011,Dove,2023,4,1373,1270,1587,7.5,Random Forest,88.1
FC00497,PRD011,Dove,2023,5,1073,1162,1452,8.3,Linear Regression,90.3
FC00498,PRD011,Dove,2023,6,729,799,998,9.6,Random Forest,92.5
FC00499,PRD011,Dove,2023,7,725,702,877,3.2,Random Forest,85.7
FC00500,PRD011,Dove,2023,8,1031,953,1191,7.6,Random Forest,87.7
FC00501,PRD011,Dove,2023,9,1090,987,1233,9.4,Random Forest,89.4
FC00502,PRD011,Dove,2023,10,1095,1161,1451,6.0,Random Forest,96.6
FC00503,PRD011,Dove,2023,11,894,857,1071,4.1,Linear Regression,94.4
FC00504,PRD011,Dove,2023,12,1712,1852,2315,8.2,Random Forest,88.5
FC00505,PRD011,Dove,2024,1,995,1003,1253,0.8,ARIMA,93.3
FC00506,PRD011,Dove,2024,2,984,996,1245,1.2,ARIMA,82.6
FC00507,PRD011,Dove,2024,3,870,885,1106,1.7,ARIMA,95.2
FC00508,PRD011,Dove,2024,4,1004,1003,1253,0.1,Linear Regression,95.6
FC00509,PRD011,Dove,2024,5,1165,1073,1341,7.9,Random Forest,88.2
FC00510,PRD011,Dove,2024,6,1657,1734,2167,4.6,Random Forest,87.5
FC00511,PRD011,Dove,2024,7,957,957,1196,0.0,Random Forest,87.4
FC00512,PRD011,Dove,2024,8,980,971,1213,0.9,Linear Regression,93.3
FC00513,PRD011,Dove,2024,9,1631,1502,1877,7.9,Linear Regression,87.7
FC00514,PRD011,Dove,2024,10,982,1055,1318,7.4,Linear Regression,92.9
FC00515,PRD011,Dove,2024,11,1541,1556,1945,1.0,Random Forest,85.5
FC00516,PRD011,Dove,2024,12,1712,1668,2085,2.6,Random Forest,86.3
FC00517,PRD011,Dove,2025,1,934,870,1087,6.9,Random Forest,85.6
FC00518,PRD011,Dove,2025,2,1329,1363,1703,2.6,Random Forest,82.4
FC00519,PRD011,Dove,2025,3,1428,1562,1952,9.4,Linear Regression,87.8
FC00520,PRD011,Dove,2025,4,1096,1170,1462,6.8,Random Forest,83.0
FC00521,PRD011,Dove,2025,5,1260,1233,1541,2.1,Linear Regression,96.4
FC00522,PRD011,Dove,2025,6,873,837,1046,4.1,Random Forest,89.1
FC00523,PRD011,Dove,2025,7,766,733,916,4.3,Linear Regression,82.0
FC00524,PRD011,Dove,2025,8,1274,1301,1626,2.1,Linear Regression,95.2
FC00525,PRD011,Dove,2025,9,1213,1234,1542,1.7,Linear Regression,92.2
FC00526,PRD011,Dove,2025,10,1159,1145,1431,1.2,Linear Regression,82.7
FC00527,PRD011,Dove,2025,11,1806,1856,2320,2.8,Random Forest,86.0
FC00528,PRD011,Dove,2025,12,1387,1444,1805,4.1,ARIMA,89.9
FC00529,PRD012,Medimix,2022,1,1130,1028,1285,9.0,Random Forest,93.7
FC00530,PRD012,Medimix,2022,2,631,670,837,6.2,Random Forest,95.7
FC00531,PRD012,Medimix,2022,3,1388,1367,1708,1.5,Random Forest,85.7
FC00532,PRD012,Medimix,2022,4,911,831,1038,8.8,ARIMA,95.9
FC00533,PRD012,Medimix,2022,5,841,772,965,8.2,Linear Regression,88.5
FC00534,PRD012,Medimix,2022,6,791,858,1072,8.5,Random Forest,96.9
FC00535,PRD012,Medimix,2022,7,1109,1157,1446,4.3,ARIMA,91.8
FC00536,PRD012,Medimix,2022,8,909,974,1217,7.2,Random Forest,94.5
FC00537,PRD012,Medimix,2022,9,806,876,1095,8.7,Random Forest,89.5
FC00538,PRD012,Medimix,2022,10,1427,1531,1913,7.3,Random Forest,83.8
FC00539,PRD012,Medimix,2022,11,1334,1302,1627,2.4,Random Forest,93.0
FC00540,PRD012,Medimix,2022,12,1326,1201,1501,9.4,Random Forest,85.9
FC00541,PRD012,Medimix,2023,1,858,869,1086,1.3,Linear Regression,93.1
FC00542,PRD012,Medimix,2023,2,1185,1133,1416,4.4,Linear Regression,91.6
FC00543,PRD012,Medimix,2023,3,1566,1668,2085,6.5,Linear Regression,96.7
FC00544,PRD012,Medimix,2023,4,1212,1272,1590,5.0,Random Forest,84.0
FC00545,PRD012,Medimix,2023,5,1600,1505,1881,5.9,ARIMA,90.0
FC00546,PRD012,Medimix,2023,6,974,1019,1273,4.6,Linear Regression,96.0
FC00547,PRD012,Medimix,2023,7,979,1033,1291,5.5,Random Forest,96.3
FC00548,PRD012,Medimix,2023,8,1120,1101,1376,1.7,Linear Regression,85.4
FC00549,PRD012,Medimix,2023,9,819,898,1122,9.6,Random Forest,92.7
FC00550,PRD012,Medimix,2023,10,1375,1315,1643,4.4,Linear Regression,90.7
FC00551,PRD012,Medimix,2023,11,1313,1360,1700,3.6,Linear Regression,90.8
FC00552,PRD012,Medimix,2023,12,1024,1047,1308,2.2,ARIMA,89.9
FC00553,PRD012,Medimix,2024,1,696,651,813,6.5,ARIMA,88.7
FC00554,PRD012,Medimix,2024,2,1378,1387,1733,0.7,ARIMA,96.0
FC00555,PRD012,Medimix,2024,3,1132,1169,1461,3.3,Linear Regression,84.5
FC00556,PRD012,Medimix,2024,4,824,813,1016,1.3,Linear Regression,92.1
FC00557,PRD012,Medimix,2024,5,1260,1355,1693,7.5,Random Forest,90.1
FC00558,PRD012,Medimix,2024,6,1360,1254,1567,7.8,Linear Regression,84.3
FC00559,PRD012,Medimix,2024,7,905,843,1053,6.9,Random Forest,90.6
FC00560,PRD012,Medimix,2024,8,1114,1029,1286,7.6,Random Forest,84.7
FC00561,PRD012,Medimix,2024,9,1066,1074,1342,0.8,Random Forest,83.3
FC00562,PRD012,Medimix,2024,10,1422,1543,1928,8.5,Random Forest,97.0
FC00563,PRD012,Medimix,2024,11,1490,1568,1960,5.2,ARIMA,92.6
FC00564,PRD012,Medimix,2024,12,1168,1060,1325,9.2,ARIMA,89.7
FC00565,PRD012,Medimix,2025,1,807,871,1088,7.9,Random Forest,92.9
FC00566,PRD012,Medimix,2025,2,1209,1101,1376,8.9,Random Forest,95.5
FC00567,PRD012,Medimix,2025,3,1148,1058,1322,7.8,Random Forest,93.6
FC00568,PRD012,Medimix,2025,4,1116,1225,1531,9.8,Linear Regression,89.2
FC00569,PRD012,Medimix,2025,5,1054,1105,1381,4.8,ARIMA,95.4
FC00570,PRD012,Medimix,2025,6,1073,975,1218,9.1,Random Forest,83.9
FC00571,PRD012,Medimix,2025,7,814,876,1095,7.6,Random Forest,97.0
FC00572,PRD012,Medimix,2025,8,769,839,1048,9.1,Linear Regression,86.6
FC00573,PRD012,Medimix,2025,9,1111,1048,1310,5.7,Linear Regression,88.7
FC00574,PRD012,Medimix,2025,10,1283,1320,1650,2.9,Linear Regression,89.1
FC00575,PRD012,Medimix,2025,11,1284,1340,1675,4.4,ARIMA,87.1
FC00576,PRD012,Medimix,2025,12,1290,1236,1545,4.2,ARIMA,85.5
FC00577,PRD013,Surf Excel,2022,1,1722,1859,2323,8.0,Linear Regression,89.9
FC00578,PRD013,Surf Excel,2022,2,824,891,1113,8.1,Linear Regression,85.3
FC00579,PRD013,Surf Excel,2022,3,1069,1065,1331,0.4,ARIMA,92.0
FC00580,PRD013,Surf Excel,2022,4,860,913,1141,6.2,ARIMA,84.0
FC00581,PRD013,Surf Excel,2022,5,1458,1467,1833,0.6,Random Forest,90.2
FC00582,PRD013,Surf Excel,2022,6,1074,1072,1340,0.2,Random Forest,96.6
FC00583,PRD013,Surf Excel,2022,7,945,890,1112,5.8,Random Forest,94.3
FC00584,PRD013,Surf Excel,2022,8,1091,999,1248,8.4,Random Forest,92.2
FC00585,PRD013,Surf Excel,2022,9,1000,1088,1360,8.8,Random Forest,83.7
FC00586,PRD013,Surf Excel,2022,10,1910,1755,2193,8.1,ARIMA,93.4
FC00587,PRD013,Surf Excel,2022,11,1471,1506,1882,2.4,Linear Regression,90.9
FC00588,PRD013,Surf Excel,2022,12,1629,1603,2003,1.6,Random Forest,96.7
FC00589,PRD013,Surf Excel,2023,1,937,915,1143,2.3,Linear Regression,89.1
FC00590,PRD013,Surf Excel,2023,2,1183,1211,1513,2.4,ARIMA,84.8
FC00591,PRD013,Surf Excel,2023,3,1502,1453,1816,3.3,ARIMA,91.1
FC00592,PRD013,Surf Excel,2023,4,1372,1320,1650,3.8,Random Forest,92.9
FC00593,PRD013,Surf Excel,2023,5,977,900,1125,7.9,Random Forest,87.6
FC00594,PRD013,Surf Excel,2023,6,1431,1338,1672,6.5,Random Forest,89.7
FC00595,PRD013,Surf Excel,2023,7,916,831,1038,9.3,Random Forest,83.0
FC00596,PRD013,Surf Excel,2023,8,1156,1227,1533,6.1,Random Forest,86.4
FC00597,PRD013,Surf Excel,2023,9,1372,1377,1721,0.4,Random Forest,95.1
FC00598,PRD013,Surf Excel,2023,10,1404,1369,1711,2.5,Linear Regression,83.5
FC00599,PRD013,Surf Excel,2023,11,1412,1364,1705,3.4,Random Forest,83.8
FC00600,PRD013,Surf Excel,2023,12,958,958,1197,0.0,ARIMA,96.8
FC00601,PRD013,Surf Excel,2024,1,986,960,1200,2.6,Linear Regression,90.7
FC00602,PRD013,Surf Excel,2024,2,745,818,1022,9.8,ARIMA,94.3
FC00603,PRD013,Surf Excel,2024,3,1417,1418,1772,0.1,Linear Regression,96.4
FC00604,PRD013,Surf Excel,2024,4,1228,1244,1555,1.3,Random Forest,88.0
FC00605,PRD013,Surf Excel,2024,5,979,950,1187,3.0,Random Forest,89.2
FC00606,PRD013,Surf Excel,2024,6,679,633,791,6.8,Random Forest,84.4
FC00607,PRD013,Surf Excel,2024,7,1311,1181,1476,9.9,Random Forest,89.9
FC00608,PRD013,Surf Excel,2024,8,528,551,688,4.4,Random Forest,87.6
FC00609,PRD013,Surf Excel,2024,9,1104,1100,1375,0.4,Random Forest,88.3
FC00610,PRD013,Surf Excel,2024,10,994,943,1178,5.1,ARIMA,95.1
FC00611,PRD013,Surf Excel,2024,11,1218,1325,1656,8.8,Linear Regression,95.2
FC00612,PRD013,Surf Excel,2024,12,1331,1361,1701,2.3,Random Forest,94.6
FC00613,PRD013,Surf Excel,2025,1,865,903,1128,4.4,ARIMA,95.6
FC00614,PRD013,Surf Excel,2025,2,689,652,815,5.4,Random Forest,83.2
FC00615,PRD013,Surf Excel,2025,3,1378,1440,1800,4.5,Linear Regression,83.4
FC00616,PRD013,Surf Excel,2025,4,794,784,980,1.3,ARIMA,87.0
FC00617,PRD013,Surf Excel,2025,5,1008,1088,1360,7.9,Random Forest,97.0
FC00618,PRD013,Surf Excel,2025,6,1028,1018,1272,1.0,Linear Regression,92.0
FC00619,PRD013,Surf Excel,2025,7,1079,1007,1258,6.7,Linear Regression,93.5
FC00620,PRD013,Surf Excel,2025,8,1033,1116,1395,8.0,Random Forest,94.2
FC00621,PRD013,Surf Excel,2025,9,981,971,1213,1.0,Random Forest,84.3
FC00622,PRD013,Surf Excel,2025,10,1852,1947,2433,5.1,Linear Regression,94.1
FC00623,PRD013,Surf Excel,2025,11,1797,1649,2061,8.2,Random Forest,94.1
FC00624,PRD013,Surf Excel,2025,12,1549,1399,1748,9.7,Linear Regression,83.0
FC00625,PRD014,Comfort,2022,1,533,538,672,0.9,ARIMA,96.8
FC00626,PRD014,Comfort,2022,2,1088,1122,1402,3.1,ARIMA,88.6
FC00627,PRD014,Comfort,2022,3,1172,1124,1405,4.1,Random Forest,88.8
FC00628,PRD014,Comfort,2022,4,1254,1333,1666,6.3,Linear Regression,92.9
FC00629,PRD014,Comfort,2022,5,1205,1122,1402,6.9,Random Forest,82.6
FC00630,PRD014,Comfort,2022,6,827,871,1088,5.3,ARIMA,88.1
FC00631,PRD014,Comfort,2022,7,732,728,910,0.5,Random Forest,88.2
FC00632,PRD014,Comfort,2022,8,808,731,913,9.5,ARIMA,85.3
FC00633,PRD014,Comfort,2022,9,557,569,711,2.2,Linear Regression,84.0
FC00634,PRD014,Comfort,2022,10,1580,1688,2110,6.8,Linear Regression,84.3
FC00635,PRD014,Comfort,2022,11,1008,967,1208,4.1,Random Forest,91.2
FC00636,PRD014,Comfort,2022,12,1135,1090,1362,4.0,Random Forest,96.9
FC00637,PRD014,Comfort,2023,1,845,804,1005,4.9,Random Forest,91.6
FC00638,PRD014,Comfort,2023,2,889,968,1210,8.9,Random Forest,96.8
FC00639,PRD014,Comfort,2023,3,1439,1531,1913,6.4,Linear Regression,90.7
FC00640,PRD014,Comfort,2023,4,1739,1723,2153,0.9,Random Forest,90.4
FC00641,PRD014,Comfort,2023,5,844,766,957,9.2,Random Forest,94.4
FC00642,PRD014,Comfort,2023,6,847,863,1078,1.9,Linear Regression,89.9
